name,time,stars,reviews
Mukund Kumar,3 years ago, 5 stars ,"Nice and cozy little place. Awesome coffee, tasty croissants. Overall, welcoming and pleasant.
Whenever I am in the area, I stop by."
James-Morgan Knowles,3 years ago, 5 stars ,"Hello Eugene, thanks a lot for your wonderful 5-star review! Really glad you enjoy coming to our coffee shop. Can't wait to see you once again!😊"
Steve P,3 years ago, 4 stars ,A taste from Greece...
Ece Taner,3 years ago, 4 stars ,Hey Latifa! Indeed and thank you very much for leaving us a 5-star review! Can't wait to see you soon again!😊
Harmony Granger,3 years ago, 5 stars ,
Marie Alice,3 years ago, 5 stars ,"Hey Pavlos, thanks a lot for your 5-star rating! Hope to see you soon again!😊"
Celia Payne,3 years ago, 3 stars ,
Felipe L Leite,3 years ago, 5 stars ,Hey Pavlos thank you so much for your 5-star rating! See you again soon at our coffee shop!😊
George Stefatos,3 years ago, 5 stars ,Okay coffee shop disguised as a great coffee shop. Terrible music.
Hasmig Bedrossian,3 years ago, 4 stars ,"Hey Paula thank you for leaving us your review. We welcome every feedback since our passion is to always offer a unique coffee experience to all our guests.
Hope to see you soon again😊"
harris Gamer,3 years ago, 5 stars ,Awesome coffee
MANDY L,3 years ago, 5 stars ,Hey Debanjana thank you so much for your awesome review! Can't wait to see you soon again!😊
John J.,3 years ago, 5 stars ,Best coffee in the area. Try the cortado
Nick Murphy,3 years ago, 4 stars ,Hey Shayer thank you so much for your nice review! Glad you love our cortado! Can't wait to meet you soon again😊
Stephen Fasciano,3 years ago, 2 stars ,
Raquel M,3 years ago, 3 stars ,Hello Devin thank you very much for your 5-star rating! Can't wait to meet you soon again!
Siwoo Kim,3 years ago, 4 stars ,Very nice
SM Lee,3 years ago, 5 stars ,Hello lilblicky eskedit! Thank you very much for your review! Hope to see you soon again!😊
Martin Schaal,3 years ago, 5 stars ,"(Translated by Google) Warm environment and very good coffee.

(Original)
Ζεστό περιβάλλον και πολύ καλοσ καφές."
Thanos Zacharopoulos,3 years ago, 5 stars ,Hello ΔΗΜΗΤΡΗΣ thank you so much for your nice 5-star review and kind words! Our passion is to always offer a unique coffee experience to all our guests! Hope to see you soon again!😊
Michelle Gosse,3 years ago, 5 stars ,
Michael Vu,3 years ago, 5 stars ,Hey Rob thank you so much for your 5-star rating! Hope to see you soon again!😊
Clark C,3 years ago, 4 stars ,
Anders Björklund,3 years ago, 4 stars ,Hi Milan! Thanks a lot for your 5-star rating! Hope to meet you at our coffee shop soon again !😊
sanaz mahdavi,3 years ago, 5 stars ,"Bright atmosphere, great teas and coffee."
Manisha Talukdar,3 years ago, 5 stars ,Hello Mukund! Thank you so much for your great review! Looking forward to meeting you once again! Happy Holidays!😊
Hasan Saiyed,3 years ago, 5 stars ,
A Nguyen,3 years ago, 3 stars ,Hello 6ytruyt! Thanks a lot for your 5-star rating! Hope to see you again soon at our coffee shop! 😃🎅
Michael “Mike” Baldridge,3 years ago, 5 stars ,Cozy place for good coffee. A lot of different brewing techniques on display. Not much seating in the winter when the patio is closed.
Camila Rodriguez Pena,3 years ago, 5 stars ,Hello Steve! thanks a lot for giving us your rating! Looking forward to meeting you again soon at our coffee shop!😃🎅
Mahsa Salmani,3 years ago, 5 stars ,
Morgan Dobroshinsky,3 years ago, 5 stars ,Hello Ece! Thank you for leaving us your rating! Hope to see you again soon!😃🎅
Jeff Besselaar,3 years ago, 5 stars ,"I always enjoy their drip coffees and beans to go. The staff are very knowledgeable and helpful. Service is generally quick, and they offer to heat up your pastries too. Whenever I go, I usually get one of the drip coffees (black), with a chocolate chunk brownie cookie or croissant.
The store is quite small, but there are seats and tables to study or work. There is even a discount for students!

Overall, the ambiance is great, prices are reasonable, and my experience is always positive."
Adrienne Chan,3 years ago, 5 stars ,Hello CY! We're very grateful for leaving us this great review!  Our passion is to always offer a unique experience to all our guests and it makes us super happy to know that you always have a positive experience! Can't wait to see you again soon!😃🎅
Adeetya Kaul,3 years ago, 5 stars ,Very nice coffee shop. The matcha latte is wonderful!
Saadia Shahid,3 years ago, 3 stars ,"Hello Marie, thank you very much for your wonderful review and for sharing the nice picture of yours! really glad you loved our matcha! Can't wait to see you at our coffee soon again!🎅😊"
Tim Gotjé,3 years ago, 5 stars ,"Casual atmosphere, (friendly dogs allowed), friendly staff, and a wide variety of offerings on the menu. Overall a pleasant place for a cup of coffee or meeting someone, or a group to work on a project, or, a first date.
There is public transit service to this cafe, as well as access to a subway station very nearby."
Pina Robinson,3 years ago, 5 stars ,Hi Celia! Thank you very much for kind words! Our passion is to always offer a unique coffee experience to all our guests. Can't wait to meet you again soon at our coffee shop!😊🎅
Zucchini Chops,3 years ago, 5 stars ,"Beautiful, cozy, fancy, and relaxing. This place is has all you need to take your breath in the fast pace environment like Toronto. Accessible prices, delicious coffees and croissant, and amazing service. This will be my secret place to relax from now on."
Mohammad Havaei,3 years ago, 5 stars ,Hey Felipe thank you very much for your so nice review!! We are really happy that you found us and that you had a great experience! Looking forward to meeting you again soon.🎅😊
Syng Shin,3 years ago, 4 stars ,"Excellent coffee and beverages in general
White hot chocolate is a must in my opinion"
Roy Thomas,3 years ago, 4 stars ,Hello George! Many thanks for leaving us such a nice review! We're really glad you loved our coffee and beverages! Have you tried our new festive beverages yet? Hope to meet you at our coffee shop soon again!
Brianna Jones,3 years ago, 5 stars ,"Good atmosphere, great place to study, plugs available"
Kathleen Gook,3 years ago, 5 stars ,"Hey Hasmig, thanks a lot for your nice review! It look like you enjoy visiting our coffee shop and that makes us happy! Hope to see you soon again!😊🎅"
Sahana Nair,3 years ago, 4 stars ,
Julie Nguyen,3 years ago, 2 stars ,"Hey Harris, thank you so much for leaving us a 5-star rating! Hope to see you again soon at our coffee shop!😊🎅"
Katy Innes,3 years ago, 5 stars ,The best coffee shop! Had a strawberry hot chocolate! Is fascinating how you can pick flavor. Good service!
Mario Stylianou,3 years ago, 5 stars ,Hello Mandy! We are really fascinated with your wonderful review! Also glad that you loved our hot chocolate! Looking forward to meeting you at our coffee shop soon again!😊
Frank Quinto,3 years ago, 4 stars ,Cute shop with old-school music and a huge selection of coffee. I ordered a Mocha with white chocolate and it was delicious. I will be back to try their food as well.
Karina Rotenstein,3 years ago, 5 stars ,Hey John! Thank you so much for leaving us your review! Glad you loved your white mocha! Our passion is to always offer a unique coffee experience to all our guests. Can't wait to see you at our coffee shop soon again.😊
Raúl,3 years ago, 3 stars ,Cute little coffee shop with good coffee but unfortunately there are no washrooms.
Mohamed A. Sayed,3 years ago, 5 stars ,"Hey Tony, thank you so much for your leaving us a review!
Regarding the washroom, we do have but it's inside the main building. Apologies for any inconvenience. Please next time feel free to ask any available staff member for any information or question you might have. We would be very happy to welcome you again soon at our coffee shop. Good day!"
Arthur Mercer,3 years ago, 5 stars ,
D Jiang,3 years ago, 5 stars ,Hello Stephen! Thank you for taking the time to leave us a rating. We would really want to know more about your experience and what we could better to earn a 5-star rating next time. Hope to see you again soon.
Tamiko Toland,3 years ago, 5 stars ,
Evgenios,3 years ago, 5 stars ,Hey Raquel! Thanks for your rating. Our passion is to always offer a unique coffee experience to all our guests and thus we would really know what we could do better to earn a 5-star rating next time. Hope to see you again soon.
Sarah Yahya,3 years ago, 1 star ,Almond milk latte was amazing even though it was expensive it worths the price
Nomce Trajceski,3 years ago, 5 stars ,Hey many thanks for giving us a review! Glad that you loved your latte! Hope to see you again soon!😊
RandomVids,3 years ago, 5 stars ,I love almond croissant and latte. Really great! The staff are very friendly and nice.
Alexander Inglis,3 years ago, 4 stars ,Hello SM Lee! Thank you so much for your perfect review! We're very pleased that you liked your latte and croissant! Can't wait to see you again soon at our coffee shop!😊
Yvonney 168,3 years ago, 5 stars ,i love coffee
Farid Medleg,3 years ago, 5 stars ,Hey Martin! Thank you so much for your review! Can't wait to see you again soon! 😊
حسين الشريفي,3 years ago, 3 stars ,
S A Afzal,3 years ago, 4 stars ,Hey Thanos thanks a lot for your 5-star rating! Hope to see you again soon!
Mavis Li,3 years ago, 5 stars ,
Kit Gerasimov,3 years ago, 5 stars ,Hello Michelle! Thanks a lot for your 5-star rating! Can't wait to see you again at our coffee shop!
Ross,3 years ago, 1 star ,
Davis Town,3 years ago, 5 stars ,Hey Michael thanks a lot for your 5-star rating! Come join us today October 1st to celebrate International Coffee day!😀
Ioan Andrei Bârsan,3 years ago, 5 stars ,
Oscar Espinosa,3 years ago, 5 stars ,"Hello Clark, thank you for giving us a rating! Hope to see you again soon!😀"
Andy Dabydeen,3 years ago, 4 stars ,
Devon Booker-T,3 years ago, 5 stars ,Hi Anders! Thanks for your rating! Hope to meet you once again!😀
Diego Hernandez,3 years ago, 5 stars ,
handstandjulie,3 years ago, 5 stars ,"Hey Sanaz, thank you so much for your 5-star rating! Hope to see you again soon at our coffee shop!😀"
강동휘,3 years ago, 5 stars ,
Thomas Huverstuhl,3 years ago, 4 stars ,Hey Manisha many thanks for your rating! Can't wait to meet you once again!😀
Daniel Yores,3 years ago, 5 stars ,
Glynis Bateson,3 years ago, 5 stars ,Hello Hasan! Thank you so much for giving us a 5-star rating! Hope to see you again soon at our coffee shop!😊
katerina pertseli,3 years ago, 5 stars ,
Ina Anreiter,3 years ago, 4 stars ,Hello there! Thanks a lot for your rating! We would realy appreciate if we could know more about your experience in our coffee shop and what we could do better to get a 5-star rating.😊
Chany Carr,3 years ago, 4 stars ,Best coffee in the city
Tim Walkey,3 years ago, 5 stars ,"Hey Michael, thank you so much for your rating! Can't wait to see you again soon at our coffee shop. 😊"
Leanne Evans,3 years ago, 5 stars ,"Delicious coffee, friendly staff, many pastry options. A great place to enjoy a coffee and read."
Spyros Liakos,3 years ago, 5 stars ,"Dear Camila, thank you so much for your great review and your beautiful pictures. We always strive to offer a unique coffee experience to all our guests so we are really glad that you had it too. Looking forward to meeting you again soon at our coffee shop! Good day!😊"
Imeon Cata,3 years ago, 5 stars ,Very nice place with great coffees and fresh pastries. Good service and friendly staff.
Hannah C,3 years ago, 5 stars ,"Hey Mahsa, we are very thankful for your wonderful 5-star review and for sharing these nice pictures with us. Really glad that you enjoy our coffees and pastries! Hope to see you again soon!😊"
Sydney S,3 years ago, 5 stars ,"I love this place. The atmosphere is great, coffee and treats are delicious. The staff are so knowledgeable and patient! I just bought myself a french press and walked in and very honestly said ""I normally buy a blonde roast at Starbucks, what beans would you recommend I buy?"" They let me try some roasts they had, explaining the differences, the flavour notes, and how to make a perfect cup of coffee in the french press. I made the coffee for the first time today and it was great! I'll 100% be back again soon!!"
Danielle Jedral,3 years ago, 5 stars ,"Dear Morgan, we're truly grateful for your super kind words and for spreading the word! Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee. Creating custom and exclusive tastes, our coffees, beverages and food choices make it possible to delight our guests with every visit to our coffee shops. We're very pleased that you loved our coffee and we're looking forward to meeting you again soon!😊"
Tony Jenkins,3 years ago, 4 stars ,"I'm new to higher end coffee places and this one feels like a great place to learn and try new types of coffee! Knowledgeable staff, fair prices and great options. I come here every time I'm in the area."
B Tizzle,3 years ago, 3 stars ,"Hey Jeff, thank you so much for your wonderful 5-star review and kind words. Our passion is to always offer a unique coffee experience to all our guests, and we're really pleased that you have it too. Did you know that we're going to update our Single Estate selection soon? Can't wait to meet you again and help you discover new exciting flavors and aromas!😊"
Fan Xie,3 years ago, 5 stars ,Friendly staff and delicious lattes
Bella Lee,3 years ago, 4 stars ,Hello Adrienne! Thanks a lot for your 5-star review and kind words! Can't wait to see you again soon at our coffee shop!😊
Trevor Daly,3 years ago, 5 stars ,"I got the almond and chocolate croissant, and a mocha, it was heavenly."
Phoenix Kiula,3 years ago, 5 stars ,"Hey Adeetya, thanks a lot for your nice 5-star review! Really glad you enjoyed your heavenly mocha and croissant! Can't wait to see you again soon at our coffee shop!😊"
Marco Tota Novaes,3 years ago, 5 stars ,
Yuri S. Broda,3 years ago, 4 stars ,"Hello Hermione! Many thanks for giving us your rating. However, we would like to know how we could earn a 5-star, as we always strive to offer a unique coffee experience to all our guests. Hope to see you again soon😊"
Joe Kinney,3 years ago, 5 stars ,Nice coffee!!
Hallie Rankin,3 years ago, 3 stars ,Hey Tim thanks a lot for your review! Hope to meet you again soon at our coffee shop!
layal gaber,3 years ago, 5 stars ,"It was a coffee shop close to work, so I popped in!! The baristas were so friendly and willing to chat about coffee!!! The brazilian bean is my fav, but they also made me the best Turkish style coffee. :) I online order from around Canada, and these guys are right up there with quality and taste."
Waqas Aleem,3 years ago, 5 stars ,Hello Pina! We are very grateful for your wonderful review and for spreading the word!! Very happy that you enjoyed the ibrik coffee. We always strive to offer a unique coffee experience to all our guests. Can't wait to meet you again soon at our coffee shop.😊😊
Rebecca Solmito,3 years ago, 3 stars ,"Staff is friendly and knowledgeable.
Coffee is good and interior is cozy."
Kyla Drewette,3 years ago, 5 stars ,"Hello there, many thanks for your super kind review! Really glad you had a nice experience. Hope we have the chance to meet you again soon at our coffee shop! 😊"
Victor Lunar,3 years ago, 5 stars ,
Mark Turney,3 years ago, 4 stars ,"Hey Mohammad! Thank you so so much for giving us a 5 star rating, and for sharing these cool images with us! Looking forward to meeting you again soon😊"
Christian Garcia,3 years ago, 5 stars ,
Wonhyo Lee,3 years ago, 5 stars ,Hello Syng! Thanks a lot for your rating! Hope to see you again soon😊
Katheryn Blundell,3 years ago, 5 stars ,
Vikram Nair,3 years ago, 5 stars ,Hey Roy! Thank you for your rating! Hope to meet you again soon😊
Andrew V.,3 years ago, 4 stars ,
MICHAELA HATZIDAKI,4 years ago, 5 stars ,"Hey Brianna, we really thank you for giving us a 5-star rating! Looking forward to meeting you again soon at our coffee shop😊"
Sachie Mendez,4 years ago, 5 stars ,
Esteban Gonzalez,4 years ago, 5 stars ,Hi Kathleen! Thank you very much for your 5-star rating! Hope to see you again soon at our coffee shop😊
Nick H.,4 years ago, 5 stars ,"Great place. I don't remember the name, but they have a breakfast pesto egg bite and it was yum! Coffee was great too"
Joyce Chan,4 years ago, 5 stars ,Hey Sahara! Thank you so much for your review and for sharing your nice photo with us. Really glad you enjoyed both your coffee and breakfast muffin. Looking forward to meeting you again soon. 😊
Sebastien Kennedy Inamoto,4 years ago, 4 stars ,"Not sure why this is rated so highly. I had a tea here and it lacked flavour. I was trying to do work here, but the music was a bit too loud and there were also flies buzzing around me constantly making it really annoying to sit down here, after 30 mins I left."
Mohsen Abrishami,4 years ago, 5 stars ,"Hello Julie! Thanks a lot for taking the time to give us your review! We will take your feedback into careful consideration as we always strive to offer a unique coffee experience to all our guests. Our apologies for not enjoying your time in our coffee shop. Please next time feel free to mention anything that falls short your expectations to any available staff, so we can sort it out on the spot. We would be more than happy to welcome you once again at our coffee shop, Good day!"
Josephine Chou,4 years ago, 4 stars ,
Jona Zyfi,4 years ago, 4 stars ,Hello Katy!Thank you so much for your 5-star rating! Can't wait to meet you again soon at our coffee shopl 😊
Adi Glücksam,4 years ago, 5 stars ,"Best coffee in Toronto and very friendly, helpful barista!"
Emile Maamary,4 years ago, 3 stars ,"Hey Mario, thank you so much for 5-star review and for your kind words! We're really glad that you love our coffee! Can't wait to see you again soon at our coffee shop!"
Supreet Sharma,4 years ago, 2 stars ,
Evan Karakolis,4 years ago, 5 stars ,Hello Frank! Thanks a lot for giving us a rating! Hope to see you again soon!
Aslıhan Öztürk,4 years ago, 5 stars ,Best Flat White I've ever had.
Yasmina Gaber,4 years ago, 5 stars ,Hello Karina! thank you so much for so kind words!! We're really happy that you loved our flat white! Looking forward to meeting you again soon at our coffee shop.
shadi gaber,4 years ago, 5 stars ,"their coffee is good, prices a little expensive for sandwiches, but the milkshakes'flavors taste too fake. overall good to grab a coffee."
Rosemonde Desjardins,4 years ago, 5 stars ,"Hey Raul. we really appreciate you taking the time to write your review. We will take your feedback into careful consideration, as we always strive to offer all our guests a unique coffee experience! We would be more than happy to welcome you once again..at least to grab your favourite coffee😊"
Helen Huang,4 years ago, 4 stars ,They serve the best Greek or Turkish coffee in Toronto!
Victor Calderon,4 years ago, 5 stars ,Hello Mohamed! Thanks a lot for your 5-star review and for spreading the word! Can't wait to see you again soon at our coffee shop!
Βαγγελης Τσολακου,4 years ago, 5 stars ,"Good location, good service, excellent product."
Alex P,4 years ago, 5 stars ,"Hey Arthur, thank you so much for your nice 5-star review! We always strive to offer a unique coffee experience to all our guests and we're very pleased that you had it too. Can't wait to see you again soon at our coffee shop!"
Michael Andreae,4 years ago, 5 stars ,"Food and drinks are a bit overpriced, but I just love their vibes and go there all the time lol."
Ramón Vasconcelos,4 years ago, 5 stars ,"Hey Den, thanks a lot for giving us a 5-star review! We're really grateful and happy that you enjoy visiting us all the time😊 Can't wait to meet you again soon!"
Chilia Djaya,4 years ago, 4 stars ,"Multifarious methods of coffee preparation! Many beans for sale! Incredibly friendly staff!

I had the nitro, which is on tap, and it was great. I drink coffee black, so I'm particular. I am looking forward to trying other things but was in a hurry.

I'm looking forward to this being my go-to coffee shop when I'm in this area."
Nick Smith,4 years ago, 5 stars ,"Hey Tamiko, we're really grateful for giving us such a great review and for spreading the word!! Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee. Creating custom and exclusive tastes, our coffees, beverages and food choices make it possible to delight our guests. We're also looking forward to meeting you soon in our coffee shop!😊"
Kirill Bredikhin,4 years ago, 5 stars ,"As expected from a coffee island coffee shop, the known excellent tasting coffee in the highest standards... of course recommended...!!!"
Imran Rana,4 years ago, 4 stars ,Hello Evgenios! Many thanks for giving us such a nice review! Looking forward to meeting you once again at our coffee shop.
Freya,4 years ago, 4 stars ,"I’m not sure why this place is rated this well given how terrible my experience was. I came in looking to have an iced mocha - a very typical drink available in most cafes; but I suppose not here.

As I was asking if it was available and told no by the person at the counter, i said can I order hot mocha with ice. He said sure; but then out of nowhere the owner (or manager?) maybe in the most patronizing tone told me that it’s very important to know your drink and that the only way to make an iced mocha is by making it an ice blended drink. She continued on saying that ""you need to trust us on this; how else would you make an iced mocha if not to blend it with ice "". I held off my thought since I really didn’t  want to make any scene there; but FYI ma’am; people have been making iced mochas since forever. In my mind also, what kind of a cafe would this be with this kind of manager/owner. Even another customer next to me said in front of an employee that she’s had lots of iced mochas in other cafes.

So I went on to order and iced latte and was asked if I wanted to add a chocolate shot in it; and I said why not. But I got the drink and realized wow - I now kind of understand why; this was possibly the worst ""iced latte"" I’ve ever had in my life. I’ve been drinking coffee since I was 6 so I know a thing or two about the drinks; and that was by no means an iced latte. I think McDonald’s iced coffee might have been a better choice.

The only salvation for this place was the nice little patio it has with good internet; but that’s about it I’d say. I’d not be coming back - that’s for sure"
Scatha Smith,4 years ago, 4 stars ,"Hello S Bear, we really appreciate you taking the time to give us your review. We’re very sorry to learn that you didn’t enjoy your mocha as you wanted. We always strive to offer each one of our guests a unique coffee experience and we reassure you that our store manager wanted only to help you having a great coffee. Our team would be more than happy to welcome you once again at our coffee shop and treat you with the coffee that suits best your taste preferences. Good day!"
James Munro,4 years ago, 5 stars ,"If you are willing to go beyond Starbucks, this coffee shop has a wide variety of freshly roasted coffee that is brewed perfectly. Staff are great and knowledgeable. They also have a nice outdoor sitting area that s less busy than other downtown sections. Highly recommended!"
Youssef Gaber,4 years ago, 5 stars ,"Hello Nomce, we are really thankful for your such a great review and for spreading the word! Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee! Really happy that you had such a great experience! Can't wait to meet you again soon at our coffee shop! 😊"
Gergő Rácz,4 years ago, 5 stars ,
CC LARA,4 years ago, 3 stars ,Hello RandomVids! We really thank you for giving us a 5-star rating! Can't wait to see you again soon at our coffee shop!
Vass E.,4 years ago, 5 stars ,
Dean Holbrough,4 years ago, 5 stars ,Hey Alexander thanks a lot for your rating! Hope to have you again soon at our coffee shop.
Nikos K,4 years ago, 4 stars ,
Nicole Pao,4 years ago, 5 stars ,Hello Yvonney thank you so much for giving us a 5-star rating! Hope to see you again soon at our coffee shop!
Rani I,4 years ago, 5 stars ,"Diverse and interesting menu. Good quality product and a great selection of food for a coffee shop.

Knowledgeable staff help you find what your like and it's well worth a trip for both beginners and connoisseurs."
sepideh saedi,4 years ago, 5 stars ,"Hello Farid, thank you so mcu for your wonderful 5-star review and for spreading the word! Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee. Creating custom and exclusive tastes, our coffees, beverages and food choices make it possible to delight our guests with every visit to our coffee shop. Looking forward to meeting you again at our coffee shop!😊"
Andrew Lam,4 years ago, 5 stars ,"I'm a barista and coffee addict .. the coffee drinks they made for me is not a spicelty ,,  milk also is over heated !

House blend is not secret to say what is it !!

Environment was nice,
There are a wide selections of snacks

I will not come again."
Michael Peddle,4 years ago, 3 stars ,"Hello, thank you very much for giving us your review. Every kind of feedback is very helpful as we constantly strive to offer all our guests a unique coffee experience. We're very sorry that you didn't enjoy your coffee. Feel free to always mention anything that doesn't meet your expectations, so our team can sort it out on the spot. We would be more than happy to welcome you again soon at our coffee shop."
Inae Jeong,4 years ago, 5 stars ,
Toby Whitfield,4 years ago, 3 stars ,"Hello Sameer, thanks a lot for your rating! Hope to see you again soon at our coffee shop."
Rasha Hjeily,4 years ago, 4 stars ,
Wasabi Woo (Welly),4 years ago, 4 stars ,"Hello Mavis, thanks a lot for your 5-star rating! Looking forward to meeting you again soon at our coffee shop."
Dominic Villar,4 years ago, 5 stars ,
A O,4 years ago, 3 stars ,Hello Kit! Thanks a lot for your 5-star rating! Can't wait to meet you again soon at our coffee shop.
Nadia Nacif Campany Neves,4 years ago, 5 stars ,$3 “Cold Brew” = Hot drip coffee over ice cubes = Luke-warm watered down coffee with no ice. Won’t be returning.
Domenic Ciarlillo,4 years ago, 1 star ,"Hello Ross, we really appreciate you taking the time to give us your review. We welcome every kind of feedback as our ultimate goal is to offer a unique coffee experience. We're truly sorry that you didn't enjoy your coffee. It is too bad you didn't bring this to our attention, so we could have sorted it out on the spot. And just a small correction, what you actually had was iced batch brew and not cold brew which is different. We would be more than happy to welcome you again soon and help you choose the coffee that suits best your taste preferencs."
Saima Butt,4 years ago, 5 stars ,
Joshua Hillerup,4 years ago, 5 stars ,"Hello Davis, thank you very much for giving us a 5-star rating. Can't wait to meet you again soon at our coffee shop."
E S,4 years ago, 4 stars ,
Alejandro Jankelevich,4 years ago, 5 stars ,"Hey Ioan, thank you very much for your 5-star rating. Hope to meet you again soon at our coffee shop."
Aaron Fischer,4 years ago, 5 stars ,Amazing coffee and lady owner is super friendly and passionate about it
Steven Robins,4 years ago, 5 stars ,"Hey Oscar, thank you so much for your 5-star review and for your kind words. Really glad you enjoyed your coffee. Can't wait to see you again soon at our coffee shop."
Mina T.,4 years ago, 4 stars ,
Jonnhy99,4 years ago, 5 stars ,"Hello Andy, thanks a lot for giving us your rating. Hope to see you again soon at our coffee shop."
ss ch,4 years ago, 5 stars ,I was so amazed with the coffee.
michael barnes,4 years ago, 5 stars ,"Hey Devon, thank you very much for your 5-star review! Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee! We're very pleased that you loved our coffee. Looking forward to meeting you again at our coffee shop!"
Amanda Chiu,4 years ago, 5 stars ,
Raghavender Sahdev,4 years ago, 5 stars ,Hey Diego thanks a lot for your 5-star rating! Can't wait to meet you again!
Richard Parisoto,4 years ago, 5 stars ,Best coffee I had while in Toronto.
Fanis Vlachos,4 years ago, 5 stars ,Dear handstandjulie thank you so much for your super kind review! Our passion is to offer a unique coffee experience to all our guests and we're really happy that you had it too. Can't wait to meet you again at our coffee shoP!
Zenah Surani,4 years ago, 5 stars ,"(Translated by Google) Several types of extraction methods are used

(Original)
여러 종류의 추출 방식을 사용함"
Norwood Leung,4 years ago, 5 stars ,Hello 강동휘 Thank you so much for your 5-star review! Hope to have the chance to see you again soon at our coffee shop!
Christos Makris,4 years ago, 5 stars ,"(Translated by Google) Very good coffee. Tasty and good service

(Original)
Sehr gutes Kaffee. Lecker und guter Service"
Ethan K,4 years ago, 5 stars ,"Hey Thomas, thank you so much for your nice review and for your nice picture! Hope to meet you again soon!"
Mark Ryckman,4 years ago, 5 stars ,
Richard Ford,4 years ago, 4 stars ,Hey Daniel thanks a lot for giving us a 5-star rating! Hope to have the chance to meet you again soon at our coffee shop!
Kadee Aledrisi,4 years ago, 5 stars ,"It's a small space, but everything reacted great. And they have a wide selection of beans for purchase"
Elisa Chu,4 years ago, 4 stars ,Hey Glynis thank you so much for your nice 5-star review and for spreading the word! Looking forward to meeting you once again at our coffee shop😊
Sol Escalada,4 years ago, 5 stars ,
Constantine Dmitriev,4 years ago, 4 stars ,Hey Katerina! Thanks a lot for your 5-star review! Can't wait to see you again soon.😊
Afnan A,4 years ago, 5 stars ,"I've only tried their coffee. It is not my favourite independent (no sure they are independent, but this is the only location I know) coffee shop downtown, but it's definitely better than all the chains. Also a little pricey. But I'd rather pay a couple of bucks more for a good coffee. They have quite a bit of cutesy hipster coffee apparel if you're into that."
Eser Kim,4 years ago, 5 stars ,Hey Ina! Thank you very much for taking the time to give us your review. We're a coffee chain coming from Greece. Our passion for specialty coffee is what drives us to keep exploring the constantly evolving world of coffee! Really happy that you loved our coffee! Can't wait to meet you again soon at our coffee shop!
Tim Robinson,4 years ago, 5 stars ,"Quick service, small place. They sell coffee beans by weight and appear to have a lot of options."
Stathis Maneas,4 years ago, 5 stars ,Hey Chany thanks a lot for giving us your review! Hope to have the chance to see you again soon. 😊
brid sheridan,4 years ago, 5 stars ,This place makes a mean latte; I don't know if I've ever finished a latte that fast before!
Alysia Forde-Klumb,4 years ago, 5 stars ,"Hey Tim, thank you so much for your nice review! Guess we should be proud that we make 'mean' lattes😊 You're always welcome to come and enjoy them any time."
Matthew Chun,4 years ago, 4 stars ,"The house blend was a great espresso, lots of flavour and not sour. Nice vibe and  learned that they can do turkish/Greek style coffee."
Andrea Cañizares,4 years ago, 5 stars ,Hello Leanne! Thanks a lot for your great 5-star review! Very glad you loved our house blend. Did you know that we brew our delicious Greek coffee in the traditional way? It's a very unique process and fun to watch. Can't wait to see you again soon😊
Antonios Tsatsakis,4 years ago, 5 stars ,One of the best cafés in Toronto!
Mister V,4 years ago, 5 stars ,"Hey Spyros, thank you so much for your great review and for sharing the word!! Can't wait to meet you again soon at our coffee shop!😊"
Ian Arthur,4 years ago, 5 stars ,
Cristina Tommasi,4 years ago, 4 stars ,Hey Imeon! Many thanks for your 5-star rating! Hope to see you again soon!😊
이비,4 years ago, 5 stars ,Great coffee and a good atmosphere for studying!!
Calvin Arellano-Chua,4 years ago, 5 stars ,"Hey Hannah, thank you very much for giving us such a nice review! We're really glad that you enjoy studying at our coffee shop. Hope to see you again soon!😊"
Rosetta D'souza,4 years ago, 5 stars ,Small place but big flavor! Coffee is so so good
David Silva,4 years ago, 4 stars ,Hello Sydney! Thank you so much for your 5-star review! We're really happy that you loved our coffee. Hope to have the chance to meet you again soon at our coffee shop!😊
Monica Tolosa,4 years ago, 5 stars ,
Nina Mondré Schweppe,4 years ago, 5 stars ,"Hello Danielle, thank you for your giving us your review! Hope to see you again soon at our coffee shop!"
Yuri Galindo França de Oliveira,4 years ago, 5 stars ,"Nice, friendly staff. No toilet facilities, had to use the Subway a few doors down."
Raum Im,4 years ago, 4 stars ,"Hey Tony, thank you so much for your nice review!
Regarding the toilet, we do have a toilet, but it's inside the main building. Apologies for any inconvenience. Please next time feel free to ask any available staff member for any information or question you might have. We would be very happy to welcome you again soon at our coffee shop. Good day!"
Yiftach Fehige,4 years ago, 3 stars ,I got a flat white and my gurl got an americano.  Both ethipian beans.  It was good.  Purrfect spot for hipsters and the like.
Gloria Chung,4 years ago, 4 stars ,"Hi B Tizzle, thank you for giving us your review! Our passion is to offer all our guests a unique coffee experience. Hope to see you again soon. Good day!"
ron b,4 years ago, 5 stars ,"Both my favorite and to go coffee store.
The space is limited but the staffs are reallly friendly.
I don’t know if it’s family owned but it makes me feel warm and welcomed."
