,cafe,street,user,time,stars,reviews,sentiment,language,tokenized,cleaned_text
472,The Beacher Cafe,Queen St E,Jessica Rodrigues,3 years ago,5,"Lovely cafe, delicious food. Service was quick, the staff were friendly. Such a lovely vibe inside, would like to return soon.",pos,en,"['lovely', 'cafe', 'delicious', 'food', 'service', 'quick', 'staff', 'friendly', 'lovely', 'vibe', 'inside', 'like', 'return', 'soon']",lovely cafe delicious food service quick staff friendly lovely vibe inside like return soon
473,The Beacher Cafe,Queen St E,Jennifer S,3 years ago,4,good breakfast. :),pos,en,"['good', 'breakfast']",good breakfast
474,The Beacher Cafe,Queen St E,Kenneth Napier,3 years ago,5,Amazing food and cute place 100% would recommend anyone in the beaches area to try,pos,en,"['amazing', 'food', 'cute', 'place', 'recommend', 'beach', 'area', 'try']",amazing food cute place recommend beach area try
475,The Beacher Cafe,Queen St E,Cthrew,3 years ago,2,"If it's a leisurely lunch you want, go someplace else.    Ordered a glass of white wine and began chatting with my friend.  Waiter approached three times within fifteen minutes to see if we were ready to order.  And the restaurant was close to empty!!!!!!  Ordered the tuna melts, just to get rid of the waiter.  Within five minutes he was back with the tasteless meal.  Barely luke warm melted cheese over flaked tuna on an English Muffin.  Sounds yummy.  It wasn't. Sat like a rock on my stomach because I was rushing to finish it so waiter could clear the table.  Was in and out within 40 minutes. Bad.",neg,en,"['leisurely', 'lunch', 'want', 'someplace', 'order', 'glass', 'white', 'wine', 'begin', 'chat', 'friend', 'waiter', 'approach', 'time', 'minute', 'ready', 'order', 'restaurant', 'close', 'order', 'tuna', 'melt', 'rid', 'waiter', 'minute', 'tasteless', 'meal', 'barely', 'luke', 'warm', 'melt', 'cheese', 'flake', 'tuna', 'english', 'muffin', 'sound', 'yummy', 'sit', 'like', 'rock', 'stomach', 'rush', 'finish', 'waiter', 'clear', 'table', 'minute', 'bad']",leisurely lunch want someplace order glass white wine begin chat friend waiter approach time minute ready order restaurant close order tuna melt rid waiter minute tasteless meal barely luke warm melt cheese flake tuna english muffin sound yummy sit like rock stomach rush finish waiter clear table minute bad
476,The Beacher Cafe,Queen St E,Daniel Reynolds,3 years ago,5,A very relaxing cafe just up from the beach. In my experience the cafe was never too busy and is spacious for any occasion. The food was fantastic with there being daily special boards to keep everything new. If you go in the morning Id recommend the eggs benedict and in the afternoon there brie burgers are ones not to miss out on. The staff are super friendly offering drinks at regular intervals.,pos,en,"['relax', 'cafe', 'beach', 'experience', 'cafe', 'busy', 'spacious', 'occasion', 'food', 'fantastic', 'daily', 'special', 'board', 'new', 'morning', 'i', 'd', 'recommend', 'eggs', 'benedict', 'afternoon', 'brie', 'burger', 'one', 'miss', 'staff', 'super', 'friendly', 'offering', 'drink', 'regular', 'interval']",relax cafe beach experience cafe busy spacious occasion food fantastic daily special board new morning i d recommend eggs benedict afternoon brie burger one miss staff super friendly offering drink regular interval
477,The Beacher Cafe,Queen St E,Igor Teryohin,3 years ago,5,"Excellent location , good food .",pos,en,"['excellent', 'location', 'good', 'food']",excellent location good food
478,The Beacher Cafe,Queen St E,Zoya Raza,3 years ago,4,Great service and good food!,pos,en,"['great', 'service', 'good', 'food']",great service good food
479,The Beacher Cafe,Queen St E,Karen Lau,3 years ago,5,"Very kid friendly with a cosy but functional change table in the washroom. Always warm, welcoming and accommodating. Relaxed neighbourhood vibe with easy to find residential parking nearby. Solid comfort foods!",pos,en,"['kid', 'friendly', 'cosy', 'functional', 'change', 'table', 'washroom', 'warm', 'welcoming', 'accommodate', 'relaxed', 'neighbourhood', 'vibe', 'easy', 'find', 'residential', 'parking', 'nearby', 'solid', 'comfort', 'food']",kid friendly cosy functional change table washroom warm welcoming accommodate relaxed neighbourhood vibe easy find residential parking nearby solid comfort food
480,The Beacher Cafe,Queen St E,kenny ginger,3 years ago,1,I don't  what  does mean BEACH BAR,neg,en,"['mean', 'beach', 'bar']",mean beach bar
481,The Beacher Cafe,Queen St E,Martin Kerruish,3 years ago,5,Excellent meal well-prepared with fantastic service.  Comfortable seating pleasant atmosphere the patio is great.,pos,en,"['excellent', 'meal', 'prepare', 'fantastic', 'service', 'comfortable', 'seat', 'pleasant', 'atmosphere', 'patio', 'great']",excellent meal prepare fantastic service comfortable seat pleasant atmosphere patio great
482,The Beacher Cafe,Queen St E,Maru Garcia,3 years ago,5,"(Translated by Google) Delicious food

(Original)
Deliciosa comida",pos,en,"['translate', 'google', 'delicious', 'food', 'original', 'deliciosa', 'comida']",translate google delicious food original deliciosa comida
483,The Beacher Cafe,Queen St E,Alex Myles-Matovsky,3 years ago,4,Great brunch and service. The smoked salmon with scrambled eggs is actually really good. Small thin patio that is usually full for brunch but awesome for people watching along queen. But usually no wait for an inside table. Prices are reasonable.,pos,en,"['great', 'brunch', 'service', 'smoke', 'salmon', 'scramble', 'egg', 'actually', 'good', 'small', 'thin', 'patio', 'usually', 'brunch', 'awesome', 'people', 'watch', 'queen', 'usually', 'wait', 'inside', 'table', 'price', 'reasonable']",great brunch service smoke salmon scramble egg actually good small thin patio usually brunch awesome people watch queen usually wait inside table price reasonable
484,The Beacher Cafe,Queen St E,Noah Ditkofsky,3 years ago,4,"Good food, not great but worth the visit. Mostly, I go for breakfast. It has a broad outdoor patio running along its front that allows you to people watch. It’s a good place to take the kids and in my experience, it is in unusual for my coffee cup to run empty. Always a sign of a good breakfast place.  Prices are reasonable, and the staff are friendly.",pos,en,"['good', 'food', 'great', 'worth', 'visit', 'breakfast', 'broad', 'outdoor', 'patio', 'run', 'allow', 'people', 'watch', 'good', 'place', 'kid', 'experience', 'unusual', 'coffee', 'cup', 'run', 'sign', 'good', 'breakfast', 'place', 'price', 'reasonable', 'staff', 'friendly']",good food great worth visit breakfast broad outdoor patio run allow people watch good place kid experience unusual coffee cup run sign good breakfast place price reasonable staff friendly
485,The Beacher Cafe,Queen St E,Evelyne Hearn,3 years ago,5,"I love this place for the nostalgia. It really feels like nothing has changed in decades. The food is good. Not great, but good. Simple old school classics, fairly priced. It's usually packed for weekend brunch and there are always arguably too many screaming children, but you can't blame the restaurant for that...",pos,en,"['love', 'place', 'nostalgia', 'feel', 'like', 'change', 'decade', 'food', 'good', 'great', 'good', 'simple', 'old', 'school', 'classic', 'fairly', 'price', 'usually', 'pack', 'weekend', 'brunch', 'arguably', 'scream', 'child', 'blame', 'restaurant']",love place nostalgia feel like change decade food good great good simple old school classic fairly price usually pack weekend brunch arguably scream child blame restaurant
486,The Beacher Cafe,Queen St E,Amy Tam,3 years ago,1,My rating is based on the 15 mins I was there waiting for a table at the door. It wasn't busy at all and the servers were walking slowly around all angry and annoyed. We watched two argue and it was just a disaster. We over heard people saying their orders were wrong. People went up to pay and a server yelled at them when they asked for service. I think we dodged a bullet by leaving..,neg,en,"['rating', 'base', 'min', 'wait', 'table', 'door', 'busy', 'server', 'walk', 'slowly', 'angry', 'annoyed', 'watch', 'argue', 'disaster', 'hear', 'people', 'say', 'order', 'wrong', 'people', 'go', 'pay', 'server', 'yell', 'ask', 'service', 'think', 'dodged', 'bullet', 'leave']",rating base min wait table door busy server walk slowly angry annoyed watch argue disaster hear people say order wrong people go pay server yell ask service think dodged bullet leave
487,The Beacher Cafe,Queen St E,darrell vickers,3 years ago,5,My favourite breakfast place in Canada.,pos,en,"['favourite', 'breakfast', 'place', 'canada']",favourite breakfast place canada
488,The Beacher Cafe,Queen St E,Lisa Saberi,3 years ago,5,We just had lunch with friends here and food was great!! Dalal is very friendly and we loved the service!!,pos,en,"['lunch', 'friend', 'food', 'great', 'dalal', 'friendly', 'love', 'service']",lunch friend food great dalal friendly love service
489,The Beacher Cafe,Queen St E,Jeffrey Kioussis,3 years ago,5,Was just there with wife and our three daughters.  Waiter was awesome and food yummy!  Will be back again,pos,en,"['wife', 'daughter', 'waiter', 'awesome', 'food', 'yummy']",wife daughter waiter awesome food yummy
490,The Beacher Cafe,Queen St E,Inbal Shree,3 years ago,5,Wonderful all day breakfast place with a patio,pos,en,"['wonderful', 'day', 'breakfast', 'place', 'patio']",wonderful day breakfast place patio
491,The Beacher Cafe,Queen St E,La Comel,3 years ago,5,"Staff is so welcoming and fun.  Good basic all day breakfast and pub food.  Drinks on the patio not to be missed.  Our server (pink pony tail) is a delight!!!
Fast service fair prices nice atmosphere
Music not too loud  great friends or family hang out",pos,en,"['staff', 'welcome', 'fun', 'good', 'basic', 'day', 'breakfast', 'pub', 'food', 'drink', 'patio', 'miss', 'server', 'pink', 'pony', 'tail', 'delight', 'fast', 'service', 'fair', 'price', 'nice', 'atmosphere', 'music', 'loud', 'great', 'friend', 'family', 'hang']",staff welcome fun good basic day breakfast pub food drink patio miss server pink pony tail delight fast service fair price nice atmosphere music loud great friend family hang
492,The Beacher Cafe,Queen St E,Mike Murawsky,3 years ago,5,Good spot for brunch and friendly staff,pos,en,"['good', 'spot', 'brunch', 'friendly', 'staff']",good spot brunch friendly staff
493,The Beacher Cafe,Queen St E,Claude Sinotte,3 years ago,4,This was good. the smothies was excellent and the eggs was well cooked...,pos,en,"['good', 'smothie', 'excellent', 'egg', 'cook']",good smothie excellent egg cook
494,The Beacher Cafe,Queen St E,Astrum Rimor,3 years ago,2,"Ridiculously overpriced. The restaurant is cute and the fries were ok, but everything else was not very good. The benny has only two eggs but was more expensive than Sunset Grill (3 egg bennies), and much less tasty. Their “famous” hollandaise sauce was really weird and awful. It’s a strange colour and kind of clear, like it’s a lot of cream of tartar, and totally flavourless. I asked for an English muffin with the benny instead of a croissant but they gave me a croissant anyway and it was not a pleasant combo. The pancakes were also very bland. The amount of food they give you is TINY for the price.",neg,en,"['ridiculously', 'overprice', 'restaurant', 'cute', 'fry', 'ok', 'good', 'benny', 'eggs', 'expensive', 'sunset', 'grill', 'egg', 'bennie', 'tasty', 'famous', 'hollandaise', 'sauce', 'weird', 'awful', 'strange', 'colour', 'kind', 'clear', 'like', 'lot', 'cream', 'tartar', 'totally', 'flavourless', 'ask', 'english', 'muffin', 'benny', 'instead', 'croissant', 'give', 'croissant', 'pleasant', 'combo', 'pancake', 'bland', 'food', 'tiny', 'price']",ridiculously overprice restaurant cute fry ok good benny eggs expensive sunset grill egg bennie tasty famous hollandaise sauce weird awful strange colour kind clear like lot cream tartar totally flavourless ask english muffin benny instead croissant give croissant pleasant combo pancake bland food tiny price
495,The Beacher Cafe,Queen St E,Spike Lin,3 years ago,5,Lovely place in the neighbourhood. I love the breakfast and the friendly staffs. Will be back when visiting the neighbourhood.,pos,en,"['lovely', 'place', 'neighbourhood', 'love', 'breakfast', 'friendly', 'staff', 'visit', 'neighbourhood']",lovely place neighbourhood love breakfast friendly staff visit neighbourhood
496,The Beacher Cafe,Queen St E,A. Olia,3 years ago,4,Good and decent place,pos,en,"['good', 'decent', 'place']",good decent place
497,The Beacher Cafe,Queen St E,Eagle Learn,3 years ago,4,nice patio,pos,it,"['nice', 'patio']",nice patio
498,The Beacher Cafe,Queen St E,Vincent Serban (Vicentiu),3 years ago,4,"Great service, good food, just no tap payment, chip only.
Classic restaurant, nice paintings on the walls.",pos,en,"['great', 'service', 'good', 'food', 'tap', 'payment', 'chip', 'classic', 'restaurant', 'nice', 'painting', 'wall']",great service good food tap payment chip classic restaurant nice painting wall
499,The Beacher Cafe,Queen St E,Rebecca H,3 years ago,5,Best steak sandwich ever!,pos,de,"['good', 'steak', 'sandwich']",good steak sandwich
500,The Beacher Cafe,Queen St E,Kristen Curry,3 years ago,5,"Very friendly staff, great service and food. Also serve the best french toast!",pos,en,"['friendly', 'staff', 'great', 'service', 'food', 'serve', 'good', 'french', 'toast']",friendly staff great service food serve good french toast
501,The Beacher Cafe,Queen St E,Janice Ricci,3 years ago,5,Best homemade burgers in the city!,pos,en,"['good', 'homemade', 'burger', 'city']",good homemade burger city
502,The Beacher Cafe,Queen St E,Michael Ord,3 years ago,5,Liked it,pos,et,['like'],like
503,The Beacher Cafe,Queen St E,Susie Davis,3 years ago,5,I loved it! Met my childhood friend there and the food was delicious and the prices were great. The service was spectacular and the ambiance was cozy .,pos,en,"['loved', 'meet', 'childhood', 'friend', 'food', 'delicious', 'price', 'great', 'service', 'spectacular', 'ambiance', 'cozy']",loved meet childhood friend food delicious price great service spectacular ambiance cozy
504,The Beacher Cafe,Queen St E,Konstantinos Chalaidopoulos,3 years ago,5,"Great spot to stop and grab a bite. Excellent food, casual atmosphere and friendly staff.",pos,en,"['great', 'spot', 'stop', 'grab', 'bite', 'excellent', 'food', 'casual', 'atmosphere', 'friendly', 'staff']",great spot stop grab bite excellent food casual atmosphere friendly staff
505,The Beacher Cafe,Queen St E,Islam Aboul-Atta,3 years ago,5,"Very nice food and friendly staff. Check their specials, they are delicious",pos,en,"['nice', 'food', 'friendly', 'staff', 'check', 'special', 'delicious']",nice food friendly staff check special delicious
506,The Beacher Cafe,Queen St E,Sari Goodman,3 years ago,4,Great place for all day breakfast,pos,en,"['great', 'place', 'day', 'breakfast']",great place day breakfast
507,The Beacher Cafe,Queen St E,Derek Lopez,3 years ago,1,"The breakfast here is good staff is on point in the morning. The one star is for just about the worst dinner expereince ive ever had anywhere in the world. The worst service pure rudness and unprofessional. It was almost like they didnt want us to come in.

The food was such a pale comparsion to the breakfast/brunch they do, litterly night and day. I wish i remember to take a photo, i looked at the plate and just asked for the bill. I wanted to just walk out which i should have.  ""Soluvlaki chicken dinner"" The plate had 5 tiny pièces of chicken spread out like islands and cold fries im guessing they we're frozen?!??? It looked frost burnt.

Finally No way the owner knows this is going on. No one in there right mind would run a restaurant like this on a street with such a high reputation.",neg,en,"['breakfast', 'good', 'staff', 'point', 'morning', 'star', 'bad', 'dinner', 'expereince', 'I', 've', 'world', 'bad', 'service', 'pure', 'rudness', 'unprofessional', 'like', 'do', 'not', 'want', 'come', 'food', 'pale', 'comparsion', 'breakfast', 'brunch', 'litterly', 'night', 'day', 'wish', 'remember', 'photo', 'look', 'plate', 'ask', 'bill', 'want', 'walk', 'soluvlaki', 'chicken', 'dinner', 'plate', 'tiny', 'piece', 'chicken', 'spread', 'like', 'island', 'cold', 'fry', 'I', 'm', 'guess', 'frozen', 'look', 'frost', 'burn', 'finally', 'way', 'owner', 'know', 'go', 'right', 'mind', 'run', 'restaurant', 'like', 'street', 'high', 'reputation']",breakfast good staff point morning star bad dinner expereince I ve world bad service pure rudness unprofessional like do not want come food pale comparsion breakfast brunch litterly night day wish remember photo look plate ask bill want walk soluvlaki chicken dinner plate tiny piece chicken spread like island cold fry I m guess frozen look frost burn finally way owner know go right mind run restaurant like street high reputation
508,The Beacher Cafe,Queen St E,Jay Kennedy,3 years ago,5,"Whoa! First experience here wasn't for brunch, but for an early dinner. I had the chicken souvlaki, which was a heaping serving of perfectly cooked meat. Delicious herb roasted potatoes on the side and a Greek salad that wasn't drenched in vinegerette, excellent!  I'd known about the reputation of this restaurant for years but had never thought I'd go for dinner. Loved it. Enjoy!",pos,en,"['whoa', 'experience', 'brunch', 'early', 'dinner', 'chicken', 'souvlaki', 'heap', 'serve', 'perfectly', 'cook', 'meat', 'delicious', 'herb', 'roast', 'potato', 'greek', 'salad', 'drench', 'vinegerette', 'excellent', 'know', 'reputation', 'restaurant', 'year', 'think', 'dinner', 'love', 'enjoy']",whoa experience brunch early dinner chicken souvlaki heap serve perfectly cook meat delicious herb roast potato greek salad drench vinegerette excellent know reputation restaurant year think dinner love enjoy
509,The Beacher Cafe,Queen St E,Susan Clancy,3 years ago,5,Met a friend for coffee at this gem. Service was attentive and friendly.,pos,en,"['meet', 'friend', 'coffee', 'gem', 'service', 'attentive', 'friendly']",meet friend coffee gem service attentive friendly
510,The Beacher Cafe,Queen St E,Jennifer Dudding,3 years ago,5,Love the food. Prices are reasonable and the service is really good. Fantastic location right in the heart of the Beaches. Looking forward to patio season there.,pos,en,"['love', 'food', 'price', 'reasonable', 'service', 'good', 'fantastic', 'location', 'right', 'heart', 'beach', 'look', 'forward', 'patio', 'season']",love food price reasonable service good fantastic location right heart beach look forward patio season
511,The Beacher Cafe,Queen St E,Ciana Becker,3 years ago,2,Friendly but food isn’t fresh and venue is worse for wear,neg,en,"['friendly', 'food', 'fresh', 'venue', 'bad', 'wear']",friendly food fresh venue bad wear
512,The Beacher Cafe,Queen St E,Giuliano Golin,3 years ago,4,"Great family oriented restaurant with generous portions at very reasonable prices, coffee is good and the service is not quick.",pos,en,"['great', 'family', 'orient', 'restaurant', 'generous', 'portion', 'reasonable', 'price', 'coffee', 'good', 'service', 'quick']",great family orient restaurant generous portion reasonable price coffee good service quick
513,The Beacher Cafe,Queen St E,M MT,3 years ago,5,Best breakfast in the Beaches,pos,en,"['good', 'breakfast', 'beach']",good breakfast beach
514,The Beacher Cafe,Queen St E,Rebecca Martinez,3 years ago,5,"Terrific restaurant. This is our GO TO place for brunch when meeting up with friends, or if we are in the area. The layout is great, and the menu is delicious. They have a lot of options, including amazing all-day breakfast!
They have terrific daily specials, and something for everyone!
I always get the Eggs Benedict on a croissant, both because I am a creature of habit, and because it is DELICIOUS!
I high recommend this restaurant!",pos,en,"['terrific', 'restaurant', 'place', 'brunch', 'meeting', 'friend', 'area', 'layout', 'great', 'menu', 'delicious', 'lot', 'option', 'include', 'amazing', 'day', 'breakfast', 'terrific', 'daily', 'special', 'egg', 'benedict', 'croissant', 'creature', 'habit', 'delicious', 'high', 'recommend', 'restaurant']",terrific restaurant place brunch meeting friend area layout great menu delicious lot option include amazing day breakfast terrific daily special egg benedict croissant creature habit delicious high recommend restaurant
515,The Beacher Cafe,Queen St E,David Atwood,4 years ago,4,"Personable service, breakfast was decent.",pos,en,"['personable', 'service', 'breakfast', 'decent']",personable service breakfast decent
516,The Beacher Cafe,Queen St E,melissa moore,4 years ago,4,Very yummy and interesting creations however the waitress that took our order wasnt very knowledgeable and even though she wrote it down she brought me the wrong eggs bene and forgot my side..but everyone has bad days ...I would still highly reccomend this place regardless because I have been there before and never had a problem,pos,en,"['yummy', 'interesting', 'creation', 'waitress', 'take', 'order', 'be', 'not', 'knowledgeable', 'write', 'bring', 'wrong', 'egg', 'bene', 'forget', 'bad', 'day', 'highly', 'reccomend', 'place', 'regardless', 'problem']",yummy interesting creation waitress take order be not knowledgeable write bring wrong egg bene forget bad day highly reccomend place regardless problem
517,The Beacher Cafe,Queen St E,T FEBRIA,4 years ago,5,Love their brunch menu and they always top up on coffee 💕 …,pos,en,"['love', 'brunch', 'menu', 'coffee']",love brunch menu coffee
518,The Beacher Cafe,Queen St E,Pieter Basedow,4 years ago,5,Had a great bowl of hearty soup. Staff is very friendly,pos,en,"['great', 'bowl', 'hearty', 'soup', 'staff', 'friendly']",great bowl hearty soup staff friendly
519,The Beacher Cafe,Queen St E,David Sanroman,4 years ago,4,"Good food, reasonably priced, cozy ambience",pos,en,"['good', 'food', 'reasonably', 'price', 'cozy', 'ambience']",good food reasonably price cozy ambience
520,The Beacher Cafe,Queen St E,Law Grace,4 years ago,5,Very popular. Great breakfasts.,pos,en,"['popular', 'great', 'breakfast']",popular great breakfast
521,The Beacher Cafe,Queen St E,Brad Nowell,4 years ago,5,Great food,pos,en,"['great', 'food']",great food
522,The Beacher Cafe,Queen St E,Jarid Thomson,4 years ago,5,Great food and service. Well priced and super fast. Love this iconic Beach brunch spot.,pos,en,"['great', 'food', 'service', 'price', 'super', 'fast', 'love', 'iconic', 'beach', 'brunch', 'spot']",great food service price super fast love iconic beach brunch spot
523,The Beacher Cafe,Queen St E,Matt Buckenham,4 years ago,3,Bit overated:),neu,en,"['bit', 'overate']",bit overate
524,The Beacher Cafe,Queen St E,Christopher Berwick,4 years ago,5,A wonderful expereince. Please keep enforcing those wonderful recipes. The waiter was this sort of soft-spoken gentleman. He was truly preceptive and extremely kind. Give him a raise.,pos,en,"['wonderful', 'expereince', 'enforce', 'wonderful', 'recipe', 'waiter', 'sort', 'soft', 'spoken', 'gentleman', 'truly', 'preceptive', 'extremely', 'kind', 'raise']",wonderful expereince enforce wonderful recipe waiter sort soft spoken gentleman truly preceptive extremely kind raise
525,The Beacher Cafe,Queen St E,Muardeb Wright,4 years ago,3,The food was good and the staff was friendly. Its not very accessible for strollers/ wheelchairs if that's a concern.  I would definitely go again and try out more of the menu.,neu,en,"['food', 'good', 'staff', 'friendly', 'accessible', 'stroller', 'wheelchair', 'concern', 'definitely', 'try', 'menu']",food good staff friendly accessible stroller wheelchair concern definitely try menu
526,The Beacher Cafe,Queen St E,Gary Lyon,4 years ago,4,Staff make the difference. This neighborhood eatery has a friendly vibe and decent food. Beer list is good not great but the servers and staff make the place. Recommended.,pos,en,"['staff', 'difference', 'neighborhood', 'eatery', 'friendly', 'vibe', 'decent', 'food', 'beer', 'list', 'good', 'great', 'server', 'staff', 'place', 'recommend']",staff difference neighborhood eatery friendly vibe decent food beer list good great server staff place recommend
527,The Beacher Cafe,Queen St E,Ron Batt,4 years ago,4,"Friendly long term local restaurant
.  Casual, good quality food choices. Excellent friendly service.   Good prices.  Patio area for summer months.",pos,en,"['friendly', 'long', 'term', 'local', 'restaurant', 'casual', 'good', 'quality', 'food', 'choice', 'excellent', 'friendly', 'service', 'good', 'price', 'patio', 'area', 'summer', 'month']",friendly long term local restaurant casual good quality food choice excellent friendly service good price patio area summer month
528,The Beacher Cafe,Queen St E,Jeff Caterer,4 years ago,5,Great brunch. Service is great as well.,pos,en,"['great', 'brunch', 'service', 'great']",great brunch service great
529,The Beacher Cafe,Queen St E,Anastasia Wheeler,4 years ago,2,"Over priced, basic food, hollandaise sauce was runny after we were told it was the best in the beach. Been a handful of times and never left happy.... Cute patio for summer time people watching though.",neg,en,"['price', 'basic', 'food', 'hollandaise', 'sauce', 'runny', 'tell', 'good', 'beach', 'handful', 'time', 'leave', 'happy', 'cute', 'patio', 'summer', 'time', 'people', 'watch']",price basic food hollandaise sauce runny tell good beach handful time leave happy cute patio summer time people watch
530,The Beacher Cafe,Queen St E,Michelle Hutchinson,4 years ago,2,"Really dissapointing. Brought my parents and toddler out for a nice Saturday brunch. Arrived just before the rush. Kitchen lost our order and we had to wait over an hour to get our food. Waitress apologized but no offer of compensation given which would have helped. My mom’s waffles were cold and my French toast had a bit of a garlic taste most likely due to an unclean grill. This is the second time I’ve experienced slow service. As much as I love the ambiance and menu options, I won’t be giving this restaurant any more chances.",neg,en,"['dissapointe', 'bring', 'parent', 'toddler', 'nice', 'saturday', 'brunch', 'arrive', 'rush', 'kitchen', 'lose', 'order', 'wait', 'hour', 'food', 'waitress', 'apologize', 'offer', 'compensation', 'give', 'help', 'mom', 'waffle', 'cold', 'french', 'toast', 'bit', 'garlic', 'taste', 'likely', 'unclean', 'grill', 'second', 'time', 'experience', 'slow', 'service', 'love', 'ambiance', 'menu', 'option', 'give', 'restaurant', 'chance']",dissapointe bring parent toddler nice saturday brunch arrive rush kitchen lose order wait hour food waitress apologize offer compensation give help mom waffle cold french toast bit garlic taste likely unclean grill second time experience slow service love ambiance menu option give restaurant chance
531,The Beacher Cafe,Queen St E,78shovl,4 years ago,5,Good service and food,pos,en,"['good', 'service', 'food']",good service food
532,The Beacher Cafe,Queen St E,Anuta Filursky,4 years ago,5,"Great place, food is good. Hot chocolate looks amazing, their service is great and in total wonderful.",pos,en,"['great', 'place', 'food', 'good', 'hot', 'chocolate', 'look', 'amazing', 'service', 'great', 'total', 'wonderful']",great place food good hot chocolate look amazing service great total wonderful
533,The Beacher Cafe,Queen St E,Steve Lindsey,4 years ago,5,"Relaxing, easy going and good food",pos,en,"['relax', 'easy', 'go', 'good', 'food']",relax easy go good food
534,The Beacher Cafe,Queen St E,Nelson,4 years ago,5,My favorite breakfast place. Only complaint is getting the bill. Seems to take forever.,pos,en,"['favorite', 'breakfast', 'place', 'complaint', 'get', 'bill', 'forever']",favorite breakfast place complaint get bill forever
535,The Beacher Cafe,Queen St E,Alexander Smolensky,4 years ago,5,"Very nice place with a great owner with whom you may actually have a real conversation. Good food, good wine, good location. She even played a piano!!! Will definitely come back",pos,en,"['nice', 'place', 'great', 'owner', 'actually', 'real', 'conversation', 'good', 'food', 'good', 'wine', 'good', 'location', 'play', 'piano', 'definitely', 'come']",nice place great owner actually real conversation good food good wine good location play piano definitely come
536,The Beacher Cafe,Queen St E,Faith Seekings,4 years ago,5,Great family restaurant,pos,en,"['great', 'family', 'restaurant']",great family restaurant
537,The Beacher Cafe,Queen St E,Segun Oriade,4 years ago,4,Great service and delicious food,pos,en,"['great', 'service', 'delicious', 'food']",great service delicious food
538,The Beacher Cafe,Queen St E,Hillary Richards,4 years ago,3,"Food was decent, had to ask for drink menu, had to ask for basic things like napkins etc. Not the worst, not the best. Might have just been bad timing",neu,en,"['food', 'decent', 'ask', 'drink', 'menu', 'ask', 'basic', 'thing', 'like', 'napkin', 'etc', 'bad', 'good', 'bad', 'timing']",food decent ask drink menu ask basic thing like napkin etc bad good bad timing
539,The Beacher Cafe,Queen St E,Michael Alaggia,4 years ago,5,Celebrating Nik Beat's life with his friends. The staff there were very kind and they had a piano player which was unexpected,pos,en,"['celebrate', 'nik', 'beat', 'life', 'friend', 'staff', 'kind', 'piano', 'player', 'unexpected']",celebrate nik beat life friend staff kind piano player unexpected
540,The Beacher Cafe,Queen St E,Martin Barclay,4 years ago,4,Upscale casual dinning with  patio and great smothies,pos,en,"['upscale', 'casual', 'din', 'patio', 'great', 'smothie']",upscale casual din patio great smothie
541,The Beacher Cafe,Queen St E,Erman,4 years ago,5,"It's a wonderful eatery where you can enjoy friendly environment. Beside their menu their brunch specials are delicious Florentine, Beef hash are only two of them.. of course with always fresh brewed coffee.",pos,en,"['wonderful', 'eatery', 'enjoy', 'friendly', 'environment', 'menu', 'brunch', 'special', 'delicious', 'florentine', 'beef', 'hash', 'course', 'fresh', 'brew', 'coffee']",wonderful eatery enjoy friendly environment menu brunch special delicious florentine beef hash course fresh brew coffee
542,The Beacher Cafe,Queen St E,Petre Ene,4 years ago,3,Not impressed,neu,en,['impress'],impress
543,The Beacher Cafe,Queen St E,M Leitch,4 years ago,4,Wonderful quiche,pos,de,"['wonderful', 'quiche']",wonderful quiche
544,The Beacher Cafe,Queen St E,Feoniix Music,4 years ago,5,Good,pos,so,['good'],good
545,The Beacher Cafe,Queen St E,Stephanie Young,4 years ago,3,Food has gone downhill. Quiche pastry sofy and onviously heated up in microwave. Used to be much better. Shame because it is a great location.,neu,en,"['food', 'go', 'downhill', 'quiche', 'pastry', 'sofy', 'onviously', 'heat', 'microwave', 'well', 'shame', 'great', 'location']",food go downhill quiche pastry sofy onviously heat microwave well shame great location
546,The Beacher Cafe,Queen St E,Shalaleh Tarbiat,4 years ago,3,So so food for brunch but nice atmosphere,neu,en,"['food', 'brunch', 'nice', 'atmosphere']",food brunch nice atmosphere
547,The Beacher Cafe,Queen St E,Alex Bowker,4 years ago,5,Great breakfast and wonderful service.,pos,en,"['great', 'breakfast', 'wonderful', 'service']",great breakfast wonderful service
548,The Beacher Cafe,Queen St E,Bill Kennedy,4 years ago,3,The Beacher Cafe is a great place to go for sitting on the patio and watching people go by on Queen St. We were there with friends to kick off our Beaches Jazz Festival experience.,neu,en,"['beacher', 'cafe', 'great', 'place', 'sit', 'patio', 'watch', 'people', 'queen', 'st', 'friend', 'kick', 'beaches', 'jazz', 'festival', 'experience']",beacher cafe great place sit patio watch people queen st friend kick beaches jazz festival experience
549,The Beacher Cafe,Queen St E,norm nodell,4 years ago,5,Always good.,pos,so,['good'],good
550,The Beacher Cafe,Queen St E,Casey Worthington,4 years ago,5,I have been going to the Beacher Cafe for close to 20 years. I always feel comfortable - like at home. Great place - recommend!,pos,en,"['go', 'beacher', 'cafe', 'close', 'year', 'feel', 'comfortable', 'like', 'home', 'great', 'place', 'recommend']",go beacher cafe close year feel comfortable like home great place recommend
